pdf_letter_section,pdf_source_order,pdf_business_name,pdf_original_summary,pdf_source_directory_url,added_enrichment_label,enrichment_confidence,added_enrichment_note,enriched_business_name,enriched_official_website,enriched_chamber_profile_url,enriched_phone,enriched_email,enriched_address,enriched_city,enriched_state,enriched_zip,enriched_business_category,enriched_verified_summary,added_enrichment_sources
F,15,"First Choice Couriers, L.L.C.","Transportation, logistics, storage, shipping, or moving services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,16,First Federal Bank Carlyss,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,17,First Federal Bank DeRidder,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,18,First Federal Bank McNeese St,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,19,First Federal Bank Moss Bluff,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,20,First Federal Bank Nelson Financial Center,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,21,First Federal Bank Oakdale,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,22,First Federal Bank Sulphur,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,23,First Federal Bank Walnut Grove,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,24,First Federal Bank Westlake,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,25,First Federal Bank-Vinton,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,26,First Federal Investment Services,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,27,First Guaranty Bank,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,28,First Horizon - Cities Service,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,29,First Horizon - Highway 14,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,30,First Horizon - MidCity,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,31,First Horizon-Carlyss,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,32,First Horizon-Grand Lake,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,33,First Horizon-Kinder,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,34,First Horizon-Moss Bluff,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,35,First Horizon-Sulphur,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,36,First Horizon-Westlake,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,37,First National Bank of Louisiana,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,38,First Pentecostal Church,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,39,First South Farm Credit,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,40,Five-S Group,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,41,Floor Trader Lake Charles,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,42,FMP Wealth Advisers,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,43,FNBD - First National Bank DeRidder,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,44,FNBD-EastSide,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,45,FNBD-Lake Charles,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,46,FNBD-Moss Bluff,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,47,FNBD-Park Terrace (Main Office),"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
F,48,FNBD-Sulphur,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/f,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
